Timestamp,Employment Type,Company Name,Company Size - # Employees,Primary Location (Country),Primary Location (City),Industry in Company,Public or Private Company,Years Experience in Industry,Years of Experience in Current Company  ,Job Title In Company,Job Ladder,Job Level,Required Hours Per Week,Actual Hours Per Week,Highest Level of Formal Education Completed,Total Base Salary in 2018 (in USD),Total Bonus in 2018 (cumulative annual value in USD),Total Stock Options/Equity in 2018 (cumulative annual value in USD),Health Insurance Offered,Annual Vacation (in Weeks),Are you happy at your current position?,Do you plan to resign in the next 12 months?,What are your thoughts about the direction of your industry?,Gender,Final Question: What are the top skills (you define what that means) that you believe will be necessary for job growth in your industry over the next 10 years?,Have you ever done a bootcamp? If so was it worth it?
9/20/2019 3:18:25,Full-time,Lockheed Martin,"100,000+",United States (US),Fort Worth,Govt - Defense,Public,5-10,0-2,Systems Administrator,System Admin,2 (II),40+,40-49,Associates Degree,73000,,,Yes,4,No,Yes,,Male,,No - never did one
9/20/2019 3:22:02,Full-time,,"1,000-9,999",United States (US),Houston,Education,Academia,2-5,,Network Admin,Newtork Admin,3 (III),40+,40-49,Associates Degree,54500,,,Yes,2,Yes,No,,Male,"Virtualization, HCI, Cloud",No - never did one
9/20/2019 3:59:53,Full-time,,"1,000-9,999",United States (US),San Francisco,Advertising,Private,5-10,5-10,Systems Engineer,System Admin,,40+,20-39,Undergraduate Degree,90000,,,Yes,3,It's Complicated,Don't know,,Male,coding,No - never did one
9/20/2019 4:05:51,Full-time,,20-99,United States (US),Palm Beach,IT,Private,2-5,0-2,Service Desk Technician,Technical Support Engineer,2 (II),40+,40-49,Undergraduate Degree,45000,,,Yes,2,Yes,No,,Male,,No - never did one
9/20/2019 10:25:07,Full-time,Opti Ltd,100-999,United Kingdom (GB),London,Construction,Private,0-2,0-2,It apprentice,Technical Support Engineer,1 (I),20-39,40-49,Professional Certifications,22600,3000,0,Yes,5,No,Yes,"Headed in a good direction. Once businesses start valuing their IT departments, life will get so much easier. ",Male,"Ability to keep learning, patience, innovation",Yes - meh
9/20/2019 17:37:08,Full-time,,100-999,United States (US),New Hyde Park,Distribution,Private,5-10,2-5,Information Technology Specialist,System Admin,,40+,40-49,Undergraduate Degree,50000,4000,0,Yes,3,It's Complicated,Don't know,"Hiring more and more people but the number of our IT staff remains the same.  It's fine for now, but eventually we'll need more IT employees in a support role.  I'm currently trying to automate as much as I can, my boss doesn't know scripting so I'm trying to use that as an advantage for myself.",Male,"Automation, Powershell/Scripting, and Virtualization",No - never did one
9/20/2019 21:26:26,Full-time,,100-999,United States (US),Grand Rapids,Manufacturing,Public,2-5,0-2,Senior I.T. Technician ,Technical Support Engineer,,40+,40-49,Professional Certifications,65000,3000,,Yes,3,Yes,No,,Male,,Yes - worthless
9/20/2019 21:32:27,Full-time,,20-99,United States (US),Boston,Software,Private,5-10,2-5,DevOps Engineer,Dev-Ops,,40+,20-39,Associates Degree,110000,,,Yes,4,Yes,No,,Male,"Docker/Containers, Kubernetes, Cloud-Native Services (functions/serverless), programming, monitoring/tracing",No - never did one
9/20/2019 22:04:20,Full-time,,"1,000-9,999",United Kingdom (GB),,Finance,Private,5-10,0-2,Tech Lead,Software Engineer (SWE),,20-39,20-39,Graduate Degree,70000,0,0,Yes,4,It's Complicated,Don't know,,Male,,No - never did one
9/20/2019 22:08:14,Full-time,,20-99,United States (US),Houston,Consulting,Private,10-20,2-5,Cloud Systems Engineer,System Admin,2 (II),40+,40-49,Undergraduate Degree,60000,12000,0,Yes,3,It's Complicated,No,,Male,"azure, aws, powershell,",Yes - meh
9/20/2019 22:20:18,Full-time,Not Disclosed,20-99,United Kingdom (GB),Aberdeen,Consulting,Private,5-10,5-10,Networks,Network Engineer,,20-39,40-49,Undergraduate Degree,74853,39921,,Yes,5,Yes,No,,Male,,Yes - worthless
9/20/2019 22:39:27,Full-time,Kishmish,20-99,United States (US),Syracuse,IT,Private,5-10,2-5,Systems Engineer ,System Admin,2 (II),40+,40-49,Undergraduate Degree,67550,1000,,Yes,3,It's Complicated,No,,Male,,No - never did one
9/20/2019 22:40:11,Full-time,,1-19,United States (US),,IT,Private,5-10,2-5,Network Specialist/Sys Admin/Network Admin,Technical Support Engineer,,40+,40-49,Undergraduate Degree,60000,0,0,Yes,2,Yes,No,,Female,,No - never did one
9/20/2019 23:11:58,Full-time,Financial Institution,100-999,United States (US),San Antonio,Finance,Private,5-10,2-5,IT Systems Administrator,System Admin,N/A,20-39,50-69,Undergraduate Degree,70000,0,0,Yes,3,It's Complicated,Don't know,,Male,,No - never did one
9/21/2019 0:24:04,Contractor,-,"1,000-9,999",United States (US),Houston,Consulting,Private,10-20,2-5,IT Specialist,Network Engineer,,40+,40-49,Undergraduate Degree,85000,5000,,Yes,4,Yes,No,,Male,Automation,Yes - meh
9/21/2019 0:54:11,Full-time,,"10,000-99,999",United States (US),,Semiconductors,Public,2-5,2-5,Desktop Support Technician II,Technical Support Engineer,2 (II),40+,40-49,Undergraduate Degree,40000,1000,2500,Yes,2,It's Complicated,Don't know,,Male,,
9/21/2019 1:04:27,Full-time,,20-99,United States (US),Houston,Govt - Other,N/A,5-10,0-2,IT Specialist,Technical Support Engineer,,40+,40-49,Associates Degree,65000,,,Yes,3,Yes,Don't know,,Male,,No - never did one
9/21/2019 1:14:44,Full-time,Restaurant Company Z,100-999,United States (US),Wichita,Hospitality,Private,20+,10-20,IT Director,System Admin,,40+,50-69,Undergraduate Degree,75000,10000,0,Yes,4,Yes,No,I have a great job with a great company,Male,"Networking, scripting, data science",Yes - loved it
9/21/2019 1:30:38,Full-time,Virginia Tech,"1,000-9,999",United States (US),Blacksburg,Education,Academia,5-10,2-5,IT Manager,Management,2 (II),40+,40-49,Graduate Degree,58000,,,Yes,2,Yes,Yes,,Male,,No - never did one
9/21/2019 2:19:32,Full-time,Undisclosed,1-19,United Kingdom (GB),Hampshire,IT,Private,5-10,0-2,Senior Engineer,Technical Support Engineer,,20-39,40-49,High School,27000,0,0,N/A,5,Yes,No,,Male,Damage control,No - never did one
9/21/2019 2:44:50,Full-time,,20-99,United States (US),Cambridge,Biology/Chemistry/Natural Sciences,Private,2-5,0-2,Scientist II,Data Scientist,,40+,40-49,Graduate Degree,125000,0,12000,Yes,4,It's Complicated,Yes,,Male,"machine learning, project management",No - never did one
9/21/2019 4:40:20,Full-time,Western Digital Corporation,"1,000-9,999",United States (US),CO,Embedded Devices,Public,20+,5-10,Principle Engineer,Software Engineer (SWE),,40+,40-49,Graduate Degree,189000,40000,100000,Yes,4,No,Yes,Industry is great!,Male,"Embedded, kernel, network, down & dirty",No - never did one
9/21/2019 5:31:05,Full-time,,100-999,United States (US),Seattle,Hardware,Private,2-5,2-5,Technical Support Agent,Technical Support Engineer,1 (I),40+,40-49,Undergraduate Degree,60000,0,0,Yes,2,It's Complicated,Yes,,Male,,No - never did one
9/21/2019 9:12:05,Full-time,,100-999,United States (US),"Portland, OR",Internet Services,Private,10-20,0-2,IT Systems Administrator,System Admin,,40+,40-49,High School,70000,9000,,Yes,2,Yes,No,,Male,,No - never did one
9/21/2019 13:44:07,Full-time,,"1,000-9,999",Switzerland (CH),Geneva,IT,N/A,10-20,5-10,Computing Engineer,System Admin,7 (VII),40+,20-39,Undergraduate Degree,165000,0,0,Yes,6+,Yes,No,,Male,,No - never did one
9/21/2019 14:31:09,Full-time,Goldman Sachs,"10,000-99,999",United Kingdom (GB),London,Finance,Public,5-10,0-2,Software Engineer,Site Reliability Engineer (SRE),,20-39,20-39,High School,99820,,,Yes,4,Yes,Don't know,"Challenging, especially due to organisational restraints",Male,"Scalability, architecture design and understanding data driven architectures ",No - never did one
9/21/2019 14:51:44,Full-time,Continental LTC,100-999,United States (US),Austin ,Insurance,Private,10-20,2-5,Sr. Systems Administrator ,System Admin,,40+,20-39,Associates Degree,95000,5000,0,Yes,5,Yes,No,,Male,"Automation, virtualization",Yes - loved it
9/21/2019 19:14:24,Full-time,,"100,000+",Slovakia (SK),Bratislava,Web Development,Public,2-5,2-5,Application Developer,Software Engineer (SWE),,40+,20-39,Graduate Degree,34300,,,N/A,4,It's Complicated,Don't know,,Male,,No - never did one
9/21/2019 19:51:10,Full-time,San Leandro Unified School District,"1,000-9,999",United States (US),San Leandro,Education,Academia,5-10,5-10,Network Engineer,Network Engineer,,20-39,20-39,Undergraduate Degree,87500,,,Yes,2,It's Complicated,Yes,,Male,"Automation, programming",Yes - loved it
9/21/2019 21:45:48,Full-time,N/A,"1,000-9,999",United States (US),NoCity - Georgia,Education,Academia,2-5,0-2,Technology Support/Technician,Technical Support Engineer,1 (I),40+,40-49,Graduate Degree,24000,0,0,Yes,6+,It's Complicated,No,,Male,"Soft Skills, ChromeOS/Google knowledge, Troubleshooting, Self-Motivation",No - never did one
9/21/2019 22:49:39,Full-time,,1-19,Norway (NO),,IT,Private,10-20,0-2,Senior Consultant,System Admin,,20-39,20-39,High School,68000,,,Yes,5,Yes,No,,Male,,No - never did one
9/22/2019 10:51:55,Full-time,,1-19,Poland (PL),,Internet Services,Private,5-10,0-2,Software Developer,Software Engineer (SWE),,20-39,40-49,Graduate Degree,37786.5,0,,Yes,0,Yes,Don't know,,Male,,No - never did one
9/22/2019 17:55:26,Full-time,Servicenow ,"1,000-9,999",United States (US),Santa Clara ,IT,Public,5-10,0-2,Senior Finance Manager ,Finance ,,40+,50-69,Graduate Degree,165000,33000,24000,Yes,6+,Yes,No,Eh,Male,,No - never did one
9/23/2019 1:24:33,Full-time,,100-999,Australia (AU),Remote,Internet Services,Private,10-20,5-10,Senior SysAdmin,Site Reliability Engineer (SRE),,40+,40-49,Professional Certifications,100000,0,0,N/A,4,It's Complicated,Yes,,Male,,No - never did one
9/23/2019 3:36:15,Full-time,[renewable power company],100-999,Chile (CL),Santiago,Energy,Private,5-10,2-5,IT Specialist,System Admin,,40+,50-69,Professional Certifications,29253,4170,4170,Yes,2,No,Yes,There are very good jobs for people that don't go to college. It is very easy to land a job and get IT burnout. It can get you to think IT sucks. I've been through this so many times and have thought of switching career radically.,Male,"For sysadmins, they need to learn scripting and cloud. A lot of sysadmin don't seem to even like scripting.",No - never did one
9/23/2019 9:11:30,Full-time,,100-999,United States (US),Detroit Metro,Mobile services,Public,10-20,10-20,Operations Lead,System Admin,,40+,40-49,Graduate Degree,144000,219000,,Yes,6+,Yes,No,,Male,,No - never did one
9/23/2019 12:14:56,Full-time,Sopra Steria,"10,000-99,999",France (FR),Strasbourg,IT,Public,10-20,2-5,Systems Administrator,System Admin,,20-39,20-39,Graduate Degree,37000,6000,,Yes,3,Yes,Don't know,,Male,,No - never did one
9/23/2019 13:26:31,Full-time,Sopra Steria,"10,000-99,999",France (FR),Strasbourg,IT,Private,2-5,2-5,Systems Administrator,System Admin,2 (II),20-39,20-39,Graduate Degree,36000,11000,1000,Yes,6+,Yes,Don't know,,Male,"Cloud integration for hybrid infrastructures, system architecture ",No - never did one
9/23/2019 17:58:08,Full-time,,100-999,United States (US),Bethesda,Finance,Non-profit,0-2,0-2,IT Helpdesk 1,Technical Support Engineer,,40+,40-49,Undergraduate Degree,43000,650,,Yes,3,It's Complicated,Yes,,Male,,No - never did one
9/24/2019 21:06:37,Full-time,,100-999,United States (US),Spokane ,IT,Public,5-10,2-5,IT Helpdesk Desktop Support Technician ,Technical Support Engineer,,40+,40-49,High School,38000,300,0,Yes,1,It's Complicated,Yes,,Male,,No - never did one
9/24/2019 21:51:02,Full-time,,"10,000-99,999",United States (US),,Healthcare,Public,10-20,5-10,Systems Analyst II,Hardware Engineer,2 (II),40+,40-49,Undergraduate Degree,63400,0,0,Yes,4,Yes,No,,Male,,No - never did one
9/24/2019 22:33:13,Full-time,,100-999,United States (US),Honolulu ,IT,Private,2-5,0-2,IT specalist ,Management,1 (I),20-39,20-39,Undergraduate Degree,58000,,,Yes,1,It's Complicated,Yes,,Male,,Yes - meh
9/24/2019 23:33:29,Full-time,,"100,000+",United States (US),Tampa,Telecommunications,Public,20+,20+,Systems Engineer,System Admin,6 (VI),40+,40-49,Undergraduate Degree,129000,27000,15000,Yes,5,Yes,No,Awesome but horrible. Turmoil through constant change. ,Male,"Flexibility, soft skills (people skills), tenacity, ",No - never did one
9/25/2019 0:10:11,Full-time,,1-19,United States (US),Cedar Rapids Iowa,MSP,Private,2-5,2-5,Computer Technician,System Admin,,40+,40-49,Undergraduate Degree,61903.84,4400,,Yes,3,It's Complicated,Don't know,,Male,Personable skills with clients. Working with new cloud solutions.,No - never did one
9/25/2019 11:51:00,Full-time,,100-999,India (IN),,Software,Private,2-5,0-2,Software Engineer,Senior Software Engineer,,40+,20-39,Undergraduate Degree,16000,,,Yes,2,Yes,Don't know,,Male,"ML, BigData",No - never did one
9/25/2019 12:50:35,Full-time,,1-19,Canada (CA),Toronto,IT,Private,5-10,0-2,Systems Administrator,System Admin,,40+,40-49,Associates Degree,44000,486,,No,2,Yes,Yes,,,automation,No - never did one
9/25/2019 17:54:36,Full-time,Larimer County Human Services,"1,000-9,999",United States (US),Fort Collins,Govt - Other,Public,2-5,0-2,Security Administrator,Security Administrator,,40+,40-49,Undergraduate Degree,67000,0,0,Yes,3,Yes,No,,Male,"Google fu, continuing education, up to date on vulnerabilities and patches, password training for staff",No - never did one
9/25/2019 18:19:50,Full-time,,20-99,United States (US),,Govt - Defense,Private,0-2,0-2,Linux Administrator,System Admin,1 (I),40+,40-49,High School,64000,,,Yes,3,Yes,Yes,,Male,,No - never did one
9/25/2019 21:45:16,Contractor,,100-999,United States (US),Austin,Govt - Other,N/A,2-5,2-5,Application Admin I,Dev-Ops,1 (I),40+,40-49,Undergraduate Degree,54000,0,0,No,0,It's Complicated,Don't know,,Female,,No - never did one
9/25/2019 23:34:19,Full-time,,"10,000-99,999",Canada (CA),Kelowna,Healthcare,Public,5-10,5-10,Programmer Analyst III,Software Engineer (SWE),3 (III),40+,40-49,Undergraduate Degree,50000,4000,0,Yes,3,It's Complicated,Don't know,,Male,Willingness and ability to learn new things,No - never did one
9/26/2019 0:05:04,Full-time,,20-99,Germany (DE),,IT,Private,0-2,0-2,IT team leader,Hardware Engineer,,40+,20-39,Graduate Degree,55000,300,,Yes,6+,Yes,No,,Male,,No - never did one
9/26/2019 17:14:13,Full-time,Town of North Andover (MA),100-999,United States (US),North Andover,Education,Academia,5-10,0-2,IT Support Analyst,Technical Support Engineer,,20-39,20-39,Graduate Degree,61000,0,0,Yes,2,Yes,No,Educate your admins and the budget dollars will come,Male,"Problem solving, troubleshooting, but most importantly being able to talk to people who don't understand this industry as well as we all do and being able to bridge that gap of understanding.",No - never did one
9/26/2019 20:58:16,Full-time,,100-999,United States (US),,IT,Private,2-5,0-2,Help desk specialist,Technical Support Engineer,2 (II),40+,40-49,Undergraduate Degree,48000,2000,250,Yes,4,Yes,No,IT is a great place to be right now,Male,People skills,No - never did one
9/27/2019 3:23:09,Full-time,,20-99,United States (US),,IT,Private,2-5,2-5,Systems Administrator,System Admin,,40+,40-49,Associates Degree,65000,6000,,Yes,3,Yes,No,,Male,,
9/27/2019 16:35:03,Full-time,,"100,000+",United States (US),,Consulting,Private,0-2,0-2,Associate Application Developer,Software Engineer (SWE),4 (IV),40+,10-19,Undergraduate Degree,67000,0,0,Yes,5,It's Complicated,Yes,,Male,,No - never did one
9/27/2019 19:45:03,Full-time,BECA inc,20-99,United States (US),Atlanta,IT,Private,0-2,0-2,Help Desk Support,Technical Support Engineer,1 (I),40+,40-49,Professional Certifications,31500,1400,,Yes,1,It's Complicated,Don't know,,Male,,No - never did one
9/27/2019 21:07:36,Full-time,Major Brokerage Firm,"10,000-99,999",United States (US),,Finance,Public,5-10,2-5,Security Engineer,Security Engineer,4 (IV),40+,40-49,Graduate Degree,149000,29800,0,Yes,3,Yes,No,,Male,"MBA, CISSP",No - never did one
9/28/2019 5:40:06,Full-time,"Trialcard, Inc.","1,000-9,999",United States (US),Morrisville,IT,Private,5-10,2-5,System Administrator,System Admin,,40+,40-49,Professional Certifications,55000,25000,0,Yes,3,Yes,Don't know,,Male,"Scripting languages, VMware",Yes - loved it
9/28/2019 12:45:30,Full-time,,20-99,Netherlands (NL),Amsterdam,Software,Private,0-2,0-2,Medior Backend Developer,Dev-Ops,,40+,40-49,Graduate Degree,45000,,,No,5,Yes,No,,Male,,No - never did one
9/28/2019 15:51:00,Full-time,,100-999,Australia (AU),Gold Coast,Education,Academia,5-10,0-2,ICT Systems Administrator,System Admin,4 (IV),20-39,40-49,Diploma,41473.94,,,N/A,4,Yes,No,,Male,"Scripting (automation), people skills, communication skills, IP networking and related technologies, services and systems",No - never did one
9/28/2019 15:52:15,Full-time,Banking,"1,000-9,999",United States (US),Central NY,Finance,Public,5-10,2-5,System Administrator,System Admin,1 (I),40+,40-49,Undergraduate Degree,58000,3200,0,Yes,2,Yes,Don't know,,Female,"Understanding security, AI, APIs, certifications",Yes - meh
9/29/2019 3:30:08,Full-time,,100-999,United States (US),Richmond,Education,Academia,5-10,2-5,Network Manager,Network Engineer,3 (III),40+,40-49,High School,92000,1000,,Yes,3,Yes,Don't know,,Male,,Yes - meh
9/29/2019 5:42:36,Full-time,,100-999,United States (US),MARYLAND,IT,Public,0-2,0-2,Cybersedurity Analyst,Network Engineer,1 (I),20-39,20-39,Graduate Degree,40000,,,No,1,No,Yes,,Male,,Yes - loved it
9/29/2019 7:49:54,Full-time,,100-999,United States (US),,Finance,Private,5-10,0-2,Frontend Engineer,Web Developer,1 (I),40+,40-49,Undergraduate Degree,85000,8000,,Yes,3,Yes,No,,Male,,No - never did one
9/29/2019 9:05:04,Full-time,,"1,000-9,999",United States (US),,IT,Academia,2-5,2-5,IT,System Admin,,40+,40-49,Undergraduate Degree,40000,,,No,6+,It's Complicated,Yes,,,,
9/29/2019 14:36:36,Full-time,,"10,000-99,999",United States (US),,IT,Public,2-5,,IT administrator,System Admin,2 (II),40+,40-49,High School,55000,,,Yes,3,It's Complicated,No,,Male,,No - never did one
9/29/2019 18:06:03,Full-time,,20-99,Turkey (TR),Istanbul ,Real Estate,Private,0-2,0-2,Data Analyst,Data Scientist,,40+,40-49,Graduate Degree,5000,1000,,Yes,2,Yes,Don't know,,Male,"SQL, Python,Tableau ",No - never did one
9/29/2019 18:10:11,Full-time,,100-999,United States (US),,Healthcare,Non-profit,2-5,,DevOps Engineer,Dev-Ops,2 (II),40+,50-69,Undergraduate Degree,80000,,,Yes,3,It's Complicated,Yes,,Male,,No - never did one
9/29/2019 22:22:48,Full-time,,"10,000-99,999",United States (US),,Consulting,Public,0-2,0-2,Technical writer,Technical writer,1 (I),40+,40-49,Undergraduate Degree,62500,,,Yes,3,It's Complicated,No,,Female,,Yes - loved it
9/30/2019 3:26:06,Full-time,,100-999,United States (US),Chicago,Finance,Non-profit,5-10,2-5,IT Operations Manager,Management,,20-39,20-39,Undergraduate Degree,130000,26000,0,Yes,5,Yes,No,,Male,"AWS, Docker, CI/CD, PowerShell, Python",No - never did one
9/30/2019 12:44:17,Full-time,,"10,000-99,999",Austria (AT),,Construction,Private,5-10,0-2,IT System Administrator,System Admin,,20-39,40-49,,60000,,,Yes,5,Yes,No,,Male,,
9/30/2019 16:44:10,Full-time,,"1,000-9,999",United States (US),Shreveport,Healthcare,Public,5-10,5-10,Technical Leader,Site Reliability Engineer (SRE),4 (IV),40+,40-49,Undergraduate Degree,101000,4000,,Yes,3,Yes,No,,Male,,Yes - loved it
9/30/2019 18:20:51,Full-time,AERMOR,"1,000-9,999",United States (US),Norfolk,IT,N/A,5-10,0-2,C2SOC Watchstander ,Network Engineer,,40+,40-49,Professional Certifications,50000,1500,,Yes,3,Yes,Don't know,,Male,"HBSS, ACAS",No - never did one
10/1/2019 7:02:27,Full-time,Nintendo Of America,"1,000-9,999",United States (US),Redmond,Media - Games,Public,20+,20+,Strategic Operations Supervisor,System Admin,,40+,40-49,High School,91800,13500,0,Yes,5,It's Complicated,Yes,,Male,,No - never did one
